# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Feb  4 07:25:21 2017
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_name:        Planet Name
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_insol:       Insolation Flux [Earth flux]
# COLUMN pl_bmasse:      Planet Mass or M*sin(i) [Earth mass]
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN pl_edelink:     Link to Exoplanet Data Explorer
# COLUMN pl_publ_date:   Publication Date
# COLUMN st_sp:          Spectral Type
# COLUMN st_spstr:       Spectral Type
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_dens,st_dist,st_optmag,st_teff,st_mass,st_rad,rowupdate,pl_name,pl_eqt,pl_insol,pl_bmasse,pl_rade,pl_disc,pl_pelink,pl_edelink,pl_publ_date,st_sp,st_spstr,st_lum
2352,Kepler-387,Transit,2,6.79163600,0.068000,,,,13.987,5774.00,1.03,1.05,2014-05-14,Kepler-387 b,,,,1.030,2014,http://exoplanet.eu/catalog/kepler-387_b/,http://exoplanets.org/detail/Kepler-387_b,2014-03,,,
2353,Kepler-387,Transit,2,11.83754900,0.098000,,,,13.987,5774.00,1.03,1.05,2014-05-14,Kepler-387 c,,,,0.890,2014,http://exoplanet.eu/catalog/kepler-387_c/,http://exoplanets.org/detail/Kepler-387_c,2014-03,,,
2354,Kepler-388,Transit,2,3.17331500,0.036000,,,,14.993,4498.00,0.59,0.59,2014-05-14,Kepler-388 b,,,,0.810,2014,http://exoplanet.eu/catalog/kepler-388_b/,http://exoplanets.org/detail/Kepler-388_b,2014-03,,,
2355,Kepler-388,Transit,2,13.29700400,0.093000,,,,14.993,4498.00,0.59,0.59,2014-05-14,Kepler-388 c,,,,0.860,2014,http://exoplanet.eu/catalog/kepler-388_c/,http://exoplanets.org/detail/Kepler-388_c,2014-03,,,
2356,Kepler-389,Transit,2,3.24410700,0.041000,,,,15.770,5376.00,0.78,0.79,2014-05-14,Kepler-389 b,,,,1.510,2014,http://exoplanet.eu/catalog/kepler-389_b/,http://exoplanets.org/detail/Kepler-389_b,2014-03,,,
2357,Kepler-389,Transit,2,14.51143000,0.110000,,,,15.770,5376.00,0.78,0.79,2014-05-14,Kepler-389 c,,,,1.460,2014,http://exoplanet.eu/catalog/kepler-389_c/,http://exoplanets.org/detail/Kepler-389_c,2014-03,,,
2358,Kepler-39,Transit,1,21.08721000,0.164000,0.112000,13.00000,1200.00,14.460,6350.00,1.29,1.40,2015-01-29,Kepler-39 b,897,,6388.10000,13.900,2011,http://exoplanet.eu/catalog/kepler-39_b/,http://exoplanets.org/detail/Kepler-39_b,2011-09,3.70,F7 V,
2359,Kepler-390,Transit,2,6.73808800,0.065000,,,,13.942,5166.00,0.67,0.78,2014-05-14,Kepler-390 b,,,,0.820,2014,http://exoplanet.eu/catalog/kepler-390_b/,http://exoplanets.org/detail/Kepler-390_b,2014-03,,,
2360,Kepler-390,Transit,2,13.06002200,0.101000,,,,13.942,5166.00,0.67,0.78,2014-05-14,Kepler-390 c,,,,0.790,2014,http://exoplanet.eu/catalog/kepler-390_c/,http://exoplanets.org/detail/Kepler-390_c,2014-03,,,
2361,Kepler-391,Transit,2,7.41675500,0.082000,,,,13.007,4940.00,1.22,3.57,2014-05-14,Kepler-391 b,,,,3.200,2014,http://exoplanet.eu/catalog/kepler-391_b/,http://exoplanets.org/detail/Kepler-391_b,2014-03,,,
2362,Kepler-391,Transit,2,20.48543500,0.161000,,,,13.007,4940.00,1.22,3.57,2014-05-14,Kepler-391 c,,,,3.540,2014,http://exoplanet.eu/catalog/kepler-391_c/,http://exoplanets.org/detail/Kepler-391_c,2014-03,,,
2363,Kepler-392,Transit,2,5.34185300,0.059000,,,,13.455,5938.00,1.13,1.13,2014-05-14,Kepler-392 b,,,,1.000,2014,http://exoplanet.eu/catalog/kepler-392_b/,http://exoplanets.org/detail/Kepler-392_b,2014-03,,,
2364,Kepler-392,Transit,2,10.42311800,0.093000,,,,13.455,5938.00,1.13,1.13,2014-05-14,Kepler-392 c,,,,1.100,2014,http://exoplanet.eu/catalog/kepler-392_c/,http://exoplanets.org/detail/Kepler-392_c,2014-03,,,
2365,Kepler-393,Transit,2,9.18241700,0.091000,,,,13.223,6189.00,1.32,1.38,2014-05-14,Kepler-393 b,,,,1.290,2014,http://exoplanet.eu/catalog/kepler-393_b/,http://exoplanets.org/detail/Kepler-393_b,2014-03,,,
2366,Kepler-393,Transit,2,14.61361200,0.124000,,,,13.223,6189.00,1.32,1.38,2014-05-14,Kepler-393 c,,,,1.330,2014,http://exoplanet.eu/catalog/kepler-393_c/,http://exoplanets.org/detail/Kepler-393_c,2014-03,,,
2367,Kepler-394,Transit,2,8.00501300,0.083000,,,,14.790,6402.00,1.11,1.13,2014-05-14,Kepler-394 b,,,,1.600,2014,http://exoplanet.eu/catalog/kepler-394_b/,http://exoplanets.org/detail/Kepler-394_b,2014-03,,,
2368,Kepler-394,Transit,2,12.13068600,0.110000,,,,14.790,6402.00,1.11,1.13,2014-05-14,Kepler-394 c,,,,1.660,2014,http://exoplanet.eu/catalog/kepler-394_c/,http://exoplanets.org/detail/Kepler-394_c,2014-03,,,
2369,Kepler-395,Transit,2,7.05434600,0.061000,,,,15.987,4262.00,0.53,0.56,2014-05-14,Kepler-395 b,,,,1.030,2014,http://exoplanet.eu/catalog/kepler-395_b/,http://exoplanets.org/detail/Kepler-395_b,2014-03,,,
2370,Kepler-395,Transit,2,34.98926200,0.177000,,,,15.987,4262.00,0.53,0.56,2014-05-14,Kepler-395 c,,,,1.320,2014,http://exoplanet.eu/catalog/kepler-395_c/,http://exoplanets.org/detail/Kepler-395_c,2014-03,,,
2371,Kepler-396,Transit,2,42.99400000,,,,,11.921,5384.00,0.85,1.06,2014-05-14,Kepler-396 b,,,75.50000,3.500,2013,http://exoplanet.eu/catalog/kepler-396_b/,,2014-02,,,
2372,Kepler-396,Transit,2,88.50500000,,,,,11.921,5384.00,0.85,1.06,2014-05-14,Kepler-396 c,,,17.90000,5.300,2013,http://exoplanet.eu/catalog/kepler-396_c/,,2014-02,,,
2373,Kepler-397,Transit,2,22.25094900,0.144000,,,,15.996,5307.00,,0.77,2014-05-14,Kepler-397 b,,,,2.460,2014,http://exoplanet.eu/catalog/kepler-397_b/,http://exoplanets.org/detail/Kepler-397_b,2014-03,,,
2374,Kepler-397,Transit,2,135.49852700,0.480000,,,,15.996,5307.00,,0.77,2014-05-14,Kepler-397 c,,,,6.180,2014,http://exoplanet.eu/catalog/kepler-397_c/,http://exoplanets.org/detail/Kepler-397_c,2014-03,,,
2375,Kepler-398,Transit,3,4.08142300,0.044000,,,,13.256,4493.00,,0.61,2014-05-14,Kepler-398 b,,,,0.930,2014,http://exoplanet.eu/catalog/kepler-398_b/,http://exoplanets.org/detail/Kepler-398_b,2014-03,,,
2376,Kepler-398,Transit,3,11.41941200,0.087000,,,,13.256,4493.00,,0.61,2014-05-14,Kepler-398 c,,,,1.010,2014,http://exoplanet.eu/catalog/kepler-398_c/,http://exoplanets.org/detail/Kepler-398_c,2014-03,,,
2377,Kepler-398,Transit,3,6.83437001,,,,,13.256,4493.00,,0.61,2016-05-10,Kepler-398 d,,,,0.880,2016,http://exoplanet.eu/catalog/kepler-398_d/,,,,,
2378,Kepler-399,Transit,3,14.42528100,0.103000,,,,14.467,5502.00,,0.68,2014-05-14,Kepler-399 b,,,,0.960,2014,http://exoplanet.eu/catalog/kepler-399_b/,http://exoplanets.org/detail/Kepler-399_b,2014-03,,,
2379,Kepler-399,Transit,3,26.67569000,0.155000,,,,14.467,5502.00,,0.68,2014-05-14,Kepler-399 c,,,,1.430,2014,http://exoplanet.eu/catalog/kepler-399_c/,http://exoplanets.org/detail/Kepler-399_c,2014-03,,,
2380,Kepler-399,Transit,3,58.03461600,0.261000,,,,14.467,5502.00,,0.68,2014-05-14,Kepler-399 d,,,,1.890,2014,http://exoplanet.eu/catalog/kepler-399_d/,http://exoplanets.org/detail/Kepler-399_d,2014-03,,,
2381,Kepler-4,Transit,1,3.21346000,0.045600,0.000000,1.91000,550.00,12.700,5857.00,1.22,1.49,2014-05-14,Kepler-4 b,1650,,24.47200,4.002,2009,http://exoplanet.eu/catalog/kepler-4_b/,http://exoplanets.org/detail/Kepler-4_b,2010-04,,,0.354
2382,Kepler-40,Transit,1,6.87349000,0.080000,0.000000,1.68000,2700.00,14.588,6510.00,1.48,2.13,2014-05-14,Kepler-40 b,1620,,699.20000,13.110,2010,http://exoplanet.eu/catalog/kepler-40_b/,http://exoplanets.org/detail/Kepler-40_b,2011-04,3.50,F5 IV,
2383,Kepler-400,Transit,2,9.02438900,0.087000,,,,13.642,5886.00,,1.15,2014-05-14,Kepler-400 b,,,,1.650,2014,http://exoplanet.eu/catalog/kepler-400_b/,http://exoplanets.org/detail/Kepler-400_b,2014-03,,,
2384,Kepler-400,Transit,2,17.34082400,0.134000,,,,13.642,5886.00,,1.15,2014-05-14,Kepler-400 c,,,,1.490,2014,http://exoplanet.eu/catalog/kepler-400_c/,http://exoplanets.org/detail/Kepler-400_c,2014-03,,,
2385,Kepler-401,Transit,3,14.38303500,0.122000,,,,13.312,6117.00,,1.33,2014-05-14,Kepler-401 b,,,,1.710,2014,http://exoplanet.eu/catalog/kepler-401_b/,http://exoplanets.org/detail/Kepler-401_b,2014-03,,,
2386,Kepler-401,Transit,3,47.31821800,0.269000,,,,13.312,6117.00,,1.33,2014-05-14,Kepler-401 c,,,,2.150,2014,http://exoplanet.eu/catalog/kepler-401_c/,http://exoplanets.org/detail/Kepler-401_c,2014-03,,,
2387,Kepler-401,Transit,3,184.25640500,,,,,13.312,6117.00,,1.33,2016-05-10,Kepler-401 d,,,,2.270,2016,http://exoplanet.eu/catalog/kepler-401_d/,,,,,
2388,Kepler-402,Transit,4,4.02875100,0.051000,,,,13.268,6090.00,,1.26,2014-05-14,Kepler-402 b,,,,1.220,2014,http://exoplanet.eu/catalog/kepler-402_b/,http://exoplanets.org/detail/Kepler-402_b,2014-03,,,
2389,Kepler-402,Transit,4,6.12482100,0.068000,,,,13.268,6090.00,,1.26,2014-05-14,Kepler-402 c,,,,1.560,2014,http://exoplanet.eu/catalog/kepler-402_c/,http://exoplanets.org/detail/Kepler-402_c,2014-03,,,
2390,Kepler-402,Transit,4,8.92109900,0.087000,,,,13.268,6090.00,,1.26,2014-05-14,Kepler-402 d,,,,1.380,2014,http://exoplanet.eu/catalog/kepler-402_d/,http://exoplanets.org/detail/Kepler-402_d,2014-03,,,
2391,Kepler-402,Transit,4,11.24286100,0.102000,,,,13.268,6090.00,,1.26,2014-05-14,Kepler-402 e,,,,1.460,2014,http://exoplanet.eu/catalog/kepler-402_e/,http://exoplanets.org/detail/Kepler-402_e,2014-03,,,
2392,Kepler-403,Transit,3,7.03146200,0.076000,,,,12.805,6090.00,,1.33,2014-05-14,Kepler-403 b,,,,1.250,2014,http://exoplanet.eu/catalog/kepler-403_b/,http://exoplanets.org/detail/Kepler-403_b,2014-03,,,
2393,Kepler-403,Transit,3,54.28074900,0.297000,,,,12.805,6090.00,,1.33,2014-05-14,Kepler-403 c,,,,1.750,2014,http://exoplanet.eu/catalog/kepler-403_c/,http://exoplanets.org/detail/Kepler-403_c,2014-03,,,
2394,Kepler-403,Transit,3,13.61159129,,,,,12.805,6090.00,,1.33,2016-05-10,Kepler-403 d,,,,1.420,2016,http://exoplanet.eu/catalog/kepler-403_d/,,,,,
2395,Kepler-404,Transit,2,11.82985100,0.102000,,,,15.228,5654.00,,0.88,2014-05-14,Kepler-404 b,,,,1.270,2014,http://exoplanet.eu/catalog/kepler-404_b/,http://exoplanets.org/detail/Kepler-404_b,2014-03,,,
2396,Kepler-404,Transit,2,14.75116600,0.118000,,,,15.228,5654.00,,0.88,2014-05-14,Kepler-404 c,,,,1.720,2014,http://exoplanet.eu/catalog/kepler-404_c/,http://exoplanets.org/detail/Kepler-404_c,2014-03,,,
2397,Kepler-405,Transit,2,10.61383900,0.095000,,,,15.855,5818.00,,0.89,2014-05-14,Kepler-405 b,,,,2.080,2014,http://exoplanet.eu/catalog/kepler-405_b/,http://exoplanets.org/detail/Kepler-405_b,2014-03,,,
2398,Kepler-405,Transit,2,29.72668200,0.188000,,,,15.855,5818.00,,0.89,2014-05-14,Kepler-405 c,,,,4.660,2014,http://exoplanet.eu/catalog/kepler-405_c/,http://exoplanets.org/detail/Kepler-405_c,2014-03,,,
2399,Kepler-406,Transit,2,2.42629000,,,11.82000,,12.520,5538.00,1.07,1.07,2014-05-14,Kepler-406 b,,,6.35000,1.430,2014,http://exoplanet.eu/catalog/kepler-406_b/,,2014-02,,,
2400,Kepler-406,Transit,2,4.62332000,,,24.39000,,12.520,5538.00,1.07,1.07,2014-05-14,Kepler-406 c,,,2.71000,0.850,2014,http://exoplanet.eu/catalog/kepler-406_c/,,2014-02,,,
2401,Kepler-407,Transit,2,0.66931000,,,,,12.521,5476.00,1.00,1.01,2016-10-13,Kepler-407 b,,,,1.070,2014,,,2014-02,,,
2402,Kepler-407,Radial Velocity,2,3000.00000000,,,,,12.521,5476.00,1.00,1.01,2014-05-14,Kepler-407 c,,,4000.00000,,2014,,,2014-02,,,
2403,Kepler-408,Transit,1,2.46502000,,,,,8.769,6104.00,1.08,1.23,2016-10-13,Kepler-408 b,,,,0.820,2014,http://exoplanet.eu/catalog/kepler-408_b/,,2014-02,,,
2404,Kepler-409,Transit,1,68.95840000,,,,,9.439,5460.00,0.92,0.89,2016-10-13,Kepler-409 b,,,,1.190,2014,http://exoplanet.eu/catalog/kepler-409_b/,,2014-02,,,
2405,Kepler-41,Transit,1,1.85555820,0.031010,0.000000,0.33000,770.00,14.465,5750.00,1.15,1.29,2015-01-29,Kepler-41 b,1790,,177.98000,14.460,2011,http://exoplanet.eu/catalog/kepler-41__b/,http://exoplanets.org/detail/Kepler-41_b,2011-12,4.20,G2 V,
2406,Kepler-410 A,Transit,1,17.83364800,0.122600,0.170000,,132.00,9.364,6273.00,1.21,1.35,2014-05-14,Kepler-410 A b,,,,2.838,2013,http://exoplanet.eu/catalog/kepler-410a_b/,,2014-02,,,0.435
2407,Kepler-411,Transit,2,3.00516000,0.038000,0.000000,,,12.231,4974.00,0.83,0.79,2014-05-14,Kepler-411 b,1040,,,1.880,2013,http://exoplanet.eu/catalog/kepler-411_b/,,2014-03,,,-0.509
2408,Kepler-411,Transit,2,7.83442788,,,,,12.231,4974.00,0.83,0.79,2016-05-10,Kepler-411 c,,,,3.270,2016,http://exoplanet.eu/catalog/kepler-411_c/,,,,,-0.509
2409,Kepler-412,Transit,1,1.72086040,0.028970,,0.52000,1056.00,13.730,5750.00,1.17,1.29,2015-10-15,Kepler-412 b,1850,,299.07803,15.031,2014,http://exoplanet.eu/catalog/kepler-412_b/,http://exoplanets.org/detail/Kepler-412_b,2014-04,4.30,G3 V,
2410,Kepler-413,Transit,1,66.26200000,0.355300,0.118100,3.20000,,15.520,4700.00,0.82,0.78,2014-05-14,Kepler-413 b,,,67.00000,4.347,2014,http://exoplanet.eu/catalog/kepler-413_%28ab%29_b/,,2014-03,,,
2411,Kepler-414,Transit Timing Variations,2,4.70000000,,,,,13.338,,0.89,0.95,2014-05-28,Kepler-414 b,,,3.50000,1.710,2014,,,2014-05,,,
2412,Kepler-414,Transit Timing Variations,2,7.17100000,,,,,13.338,,0.89,0.95,2014-05-28,Kepler-414 c,,,29.90000,3.010,2014,,,2014-05,,,
2413,Kepler-415,Transit Timing Variations,2,4.17600000,,,,,15.842,,0.67,0.64,2014-05-28,Kepler-415 b,,,119.90000,1.210,2014,,,2014-05,,,
2414,Kepler-415,Transit Timing Variations,2,8.70800000,,,,,15.842,,0.67,0.64,2014-05-28,Kepler-415 c,,,,,2014,,,2014-05,,,
2415,Kepler-416,Transit Timing Variations,2,6.31900000,,,,,14.028,,1.00,1.07,2014-05-28,Kepler-416 b,,,58.20000,2.480,2014,,,2014-05,,,
2416,Kepler-416,Transit Timing Variations,2,12.20900000,,,,,14.028,,1.00,1.07,2014-05-28,Kepler-416 c,,,,,2014,,,2014-05,,,
2417,Kepler-417,Transit Timing Variations,2,12.33100000,,,,,15.886,,0.90,0.81,2014-05-28,Kepler-417 b,,,11.00000,2.310,2014,,,2014-05,,,
2418,Kepler-417,Transit Timing Variations,2,15.94300000,,,,,15.886,,0.90,0.81,2014-05-28,Kepler-417 c,,,,,2014,,,2014-05,,,
2419,Kepler-418,Transit,1,86.67856000,,0.200000,,,14.696,5820.00,0.98,1.09,2014-05-28,Kepler-418 b,,,349.60000,13.450,2014,http://exoplanet.eu/catalog/kepler-418_b/,,2014-07,,,
2420,Kepler-419,Transit,2,69.75460000,0.370000,0.833000,,,13.005,6430.00,1.39,1.74,2014-06-25,Kepler-419 b,,,794.50000,10.800,2014,http://exoplanet.eu/catalog/kepler-419_b/,,2014-08,,,
2421,Kepler-419,Transit Timing Variations,2,675.47000000,1.680000,0.184000,,,13.005,6430.00,1.39,1.74,2014-06-25,Kepler-419 c,,,2320.10000,,2014,http://exoplanet.eu/catalog/kepler-419_c/,,2014-08,,,
2422,Kepler-42,Transit,3,1.21376720,0.011600,,,38.70,16.124,3068.00,0.13,0.17,2014-05-14,Kepler-42 b,519,,,0.780,2011,http://exoplanet.eu/catalog/kepler-42_b/,http://exoplanets.org/detail/Kepler-42_b,2012-03,6.00,M,-2.620
2423,Kepler-42,Transit,3,0.45328509,0.006000,,,38.70,16.124,3068.00,0.13,0.17,2014-05-14,Kepler-42 c,720,,,0.730,2011,http://exoplanet.eu/catalog/kepler-42_c/,http://exoplanets.org/detail/Kepler-42_c,2012-03,6.00,M,-2.620
2424,Kepler-42,Transit,3,1.86516900,0.015400,,,38.70,16.124,3068.00,0.13,0.17,2014-05-14,Kepler-42 d,450,,,0.570,2011,http://exoplanet.eu/catalog/kepler-42_d/,http://exoplanets.org/detail/Kepler-42_d,2012-03,6.00,M,-2.620
2425,Kepler-420,Transit,1,86.64766100,0.382000,0.772000,2.10000,900.00,14.867,5520.00,0.99,1.13,2014-06-25,Kepler-420 b,511,,460.83000,10.540,2014,,,2014-11,4.50,G5 V,
2426,Kepler-421,Transit,1,704.19840000,1.219000,0.041000,,320.00,13.354,5308.00,0.79,0.76,2014-07-23,Kepler-421 b,185,,,4.160,2014,http://exoplanet.eu/catalog/kepler-421_b/,http://exoplanets.org/detail/Kepler-421_b,2014-11,4.95,G9/K0,-0.398
2427,Kepler-422,Transit,1,7.89144830,0.082000,,0.38000,,13.435,5972.00,1.15,1.24,2014-10-03,Kepler-422 b,,,136.66000,12.890,2014,http://exoplanet.eu/catalog/kepler-422_b/,,2014-11,,,0.240
2428,Kepler-423,Transit,1,2.68432850,0.035850,0.019000,0.45900,725.00,14.290,5560.00,0.85,0.95,2015-01-22,Kepler-423 b,1605,,189.10100,13.361,2014,http://exoplanet.eu/catalog/kepler-423_b/,,2014-11,4.40,G4 V,
2429,Kepler-424,Transit,2,3.31186440,0.044000,,1.94000,,14.256,5460.00,1.01,0.94,2014-10-03,Kepler-424 b,,,327.35000,9.980,2014,http://exoplanet.eu/catalog/kepler-424_b/,,2014-11,,,-0.150
2430,Kepler-424,Radial Velocity,2,223.30000000,0.730000,,,,14.256,5460.00,1.01,0.94,2014-10-03,Kepler-424 c,,,2215.18000,,2014,http://exoplanet.eu/catalog/kepler-424_c/,,2014-11,,,-0.150
2431,Kepler-425,Transit,1,3.79701816,0.046400,0.330000,0.27000,650.00,14.970,5170.00,0.93,0.86,2014-10-03,Kepler-425 b,1070,,79.45000,10.962,2014,,,2014-12,5.10,K1 V,-0.323
2432,Kepler-426,Transit,1,3.21751883,0.041400,0.180000,0.26000,880.00,15.073,5725.00,0.91,0.92,2014-10-03,Kepler-426 b,1300,,108.06000,12.220,2014,,,2014-12,4.10,G1 V,-0.089
2433,Kepler-427,Transit,1,10.29099400,0.091000,0.570000,0.16000,1100.00,14.420,5800.00,0.96,1.35,2014-10-03,Kepler-427 b,1100,,92.17000,13.790,2014,,,2014-12,4.20,G2 V,0.290
2434,Kepler-428,Transit,1,3.52563254,0.043300,0.220000,1.02000,720.00,15.405,5150.00,0.87,0.80,2014-10-03,Kepler-428 b,1070,,403.63000,12.110,2014,http://exoplanet.eu/catalog/koi-830_b/,http://exoplanets.org/detail/Kepler-428_b,2014-12,5.10,K1 V,-0.390
2435,Kepler-43,Transit,1,3.02409490,0.046000,,5.00000,1950.00,13.958,6041.00,1.32,1.42,2015-10-15,Kepler-43 b,1620,,1026.59090,13.664,2011,http://exoplanet.eu/catalog/kepler-43_b/,http://exoplanets.org/detail/Kepler-43_b,2012-02,3.80,F8 V,
2436,Kepler-430,Transit,2,35.96800000,0.224400,,,,13.848,5884.00,1.17,1.49,2014-11-19,Kepler-430 b,667,,,3.250,2015,http://exoplanet.eu/catalog/kepler-430_b/,http://exoplanets.org/detail/Kepler-430_b,2015-02,,,
2437,Kepler-430,Transit,2,110.97900000,0.475700,,,,13.848,5884.00,1.17,1.49,2014-11-19,Kepler-430 c,458,,,1.750,2015,http://exoplanet.eu/catalog/kepler-430_c/,http://exoplanets.org/detail/Kepler-430_c,2015-02,,,
2438,Kepler-431,Transit,3,6.80300000,0.071900,,,,11.973,6004.00,1.07,1.09,2014-11-19,Kepler-431 b,1032,,,0.764,2015,http://exoplanet.eu/catalog/kepler-431_b/,http://exoplanets.org/detail/Kepler-431_b,2015-02,,,
2439,Kepler-431,Transit,3,8.70300000,0.084700,,,,11.973,6004.00,1.07,1.09,2014-11-19,Kepler-431 c,951,,,0.668,2015,http://exoplanet.eu/catalog/kepler-431_c/,http://exoplanets.org/detail/Kepler-431_c,2015-02,,,
2440,Kepler-431,Transit,3,11.92200000,0.104500,,,,11.973,6004.00,1.07,1.09,2014-11-19,Kepler-431 d,856,,,1.110,2015,http://exoplanet.eu/catalog/kepler-431_d/,http://exoplanets.org/detail/Kepler-431_d,2015-02,,,
2441,Kepler-432,Transit,2,52.50112900,0.301000,0.513400,4.46000,870.00,12.465,4995.00,1.32,4.06,2015-04-30,Kepler-432 b,,,1719.46030,12.834,2015,http://exoplanet.eu/catalog/kepler-432_b/,http://exoplanets.org/detail/Kepler-432_b,2015-01,,,
2442,Kepler-432,Radial Velocity,2,406.20000000,,0.498000,,870.00,12.465,4995.00,1.32,4.06,2015-04-30,Kepler-432 c,,,772.32690,,2015,http://exoplanet.eu/catalog/koi-1299_c/,http://exoplanets.org/detail/Kepler-432_c,2015-04,,,
2443,Kepler-433,Transit,1,5.33408384,0.067900,0.119000,1.13000,1870.00,14.463,6360.00,1.46,2.26,2015-01-14,Kepler-433 b,1776,,896.24000,16.250,2015,http://exoplanet.eu/catalog/kepler-433_b/,,2015-03,,,0.880
2444,Kepler-434,Transit,1,12.87470990,0.114300,0.131000,2.40000,1240.00,14.517,5977.00,1.20,1.38,2015-01-14,Kepler-434 b,1000,,908.96000,12.670,2015,http://exoplanet.eu/catalog/kepler-434_b/,,2015-03,,,0.330
2445,Kepler-435,Transit,1,8.60015360,0.094800,0.114000,0.13100,2070.00,13.643,6161.00,1.54,3.21,2015-01-14,Kepler-435 b,1729,,266.97000,22.310,2015,http://exoplanet.eu/catalog/kepler-435_b/,,2015-03,,,1.129
2446,Kepler-436,Transit,2,64.00205000,0.339000,0.190000,,618.00,15.856,4651.00,0.73,0.70,2015-01-06,Kepler-436 b,,1.69,,2.730,2015,http://exoplanet.eu/catalog/kepler-436_b/,,2015-02,,,-0.701
2447,Kepler-436,Transit,2,16.79713874,,,,618.00,15.856,4651.00,0.73,0.70,2016-05-10,Kepler-436 c,,,,2.330,2016,http://exoplanet.eu/catalog/kepler-436_c/,,,,,-0.701
2448,Kepler-437,Transit,1,66.65062000,0.288000,0.020000,,417.00,14.352,4551.00,0.71,0.68,2015-01-06,Kepler-437 b,,2.15,,2.140,2015,http://exoplanet.eu/catalog/kepler-437_b/,,2015-02,,,-0.762
2449,Kepler-438,Transit,1,35.23319000,0.166000,0.030000,,145.00,14.467,3748.00,0.54,0.52,2015-01-06,Kepler-438 b,,1.40,,1.120,2015,http://exoplanet.eu/catalog/kepler-438_b/,,2015-02,,,-1.357
2450,Kepler-439,Transit,1,178.13960000,0.563000,0.030000,,693.00,14.560,5431.00,0.88,0.87,2015-01-06,Kepler-439 b,,1.83,,2.240,2015,http://exoplanet.eu/catalog/kepler-439_b/,,2015-02,,,-0.236
2451,Kepler-44,Transit,1,3.24672930,0.044600,0.066000,0.93000,2250.00,14.678,5800.00,1.12,1.35,2015-01-29,Kepler-44 b,1544,,317.82000,12.220,2011,http://exoplanet.eu/catalog/kepler-44_b/,http://exoplanets.org/detail/Kepler-44_b,2015-02,4.20,G2 IV,
2452,Kepler-440,Transit,1,101.11141000,0.242000,0.340000,,261.00,15.134,4134.00,0.57,0.56,2015-01-06,Kepler-440 b,,1.20,,1.860,2015,http://exoplanet.eu/catalog/kepler-440_b/,,2015-02,,,-1.102
2453,Kepler-441,Transit,1,207.24820000,0.640000,0.100000,,284.00,15.142,4340.00,0.57,0.55,2015-01-06,Kepler-441 b,,0.21,,1.640,2015,http://exoplanet.eu/catalog/kepler-441_b/,,2015-02,,,-1.051
2454,Kepler-442,Transit,1,112.30530000,0.409000,0.040000,,342.00,14.976,4402.00,0.61,0.60,2015-01-06,Kepler-442 b,,0.66,,1.340,2015,http://exoplanet.eu/catalog/kepler-442_b/,,2015-02,,,-0.932
2455,Kepler-443,Transit,1,177.66930000,0.495000,0.110000,,779.00,15.891,4723.00,0.74,0.71,2015-01-06,Kepler-443 b,,0.86,,2.330,2015,http://exoplanet.eu/catalog/kepler-443_b/,,2015-02,,,-0.664
2456,Kepler-444,Transit,5,3.60010530,0.041780,0.160000,,35.70,8.880,5046.00,0.76,0.75,2015-01-29,Kepler-444 b,,,,0.403,2015,http://exoplanet.eu/catalog/kepler-444_b/,http://exoplanets.org/detail/Kepler-444_b,2015-02,5.00,K,
2457,Kepler-444,Transit,5,4.54588410,0.048810,0.310000,,35.70,8.880,5046.00,0.76,0.75,2015-01-29,Kepler-444 c,,,,0.497,2015,http://exoplanet.eu/catalog/kepler-444_c/,http://exoplanets.org/detail/Kepler-444_c,2015-02,5.00,K,
2458,Kepler-444,Transit,5,6.18939200,0.060000,0.180000,,35.70,8.880,5046.00,0.76,0.75,2015-01-29,Kepler-444 d,,,,0.530,2015,http://exoplanet.eu/catalog/kepler-444_d/,http://exoplanets.org/detail/Kepler-444_d,2015-02,5.00,K,
2459,Kepler-444,Transit,5,7.74349300,0.069600,0.100000,,35.70,8.880,5046.00,0.76,0.75,2015-01-29,Kepler-444 e,,,,0.546,2015,http://exoplanet.eu/catalog/kepler-444_e/,http://exoplanets.org/detail/Kepler-444_e,2015-02,5.00,K,
